mnemonic,unit,value,descr,API,file,MaxDepth
MRT,degF,210.0,Maximum Recorded Temperature,0504520090,0504520090_3042676.las,6969.0
MRT,degF,210.0,Maximum Recorded Temperature,0504520090,0504520090_3042677.las,6969.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520091,0504520091_2848367.las,8991.5
MRT,DEGF,239.0,Maximum Recorded Temperature,0504520091,0504520091_2848367.las,8991.5
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520091,0504520091_2848368.las,8991.0
MRT,DEGF,239.0,Maximum Recorded Temperature,0504520091,0504520091_2848368.las,8991.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520091,0504520091_2848385.las,8989.0
MRT,DEGF,239.0,Maximum Recorded Temperature,0504520091,0504520091_2848385.las,8989.0
MRT,degF,212.0,Maximum Recorded Temperature,0504520092,0504520092_3060882.las,7584.0
MRT,degF,212.0,Maximum Recorded Temperature,0504520092,0504520092_3060883.las,7580.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520093,0504520093_2846712.las,8846.5
MRT,DEGF,238.0,Maximum Recorded Temperature,0504520093,0504520093_2846712.las,8846.5
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520093,0504520093_2846713.las,8849.0
MRT,DEGF,238.0,Maximum Recorded Temperature,0504520093,0504520093_2846713.las,8849.0
BHT,DEGF,250.0,Bottom Hole Temperature (used in calculations),0504520093,0504520093_2846714.las,8847.5
MRT,DEGF,238.0,Maximum Recorded Temperature,0504520093,0504520093_2846714.las,8847.5
MRT,degF,220.0,Maximum Recorded Temperature,0504520094,0504520094_2776041.las,6849.0
MRT,degF,220.0,Maximum Recorded Temperature,0504520094,0504520094_2776043.las,6849.0
BHT:1,DEGF,84,Bottom Hole Temperature,0504520095,0504520095_2776027.las,7164.5
MRT:1,DEGF,84,Maximum Recorded Temperature,0504520095,0504520095_2776027.las,7164.5
BHT:2,DEGF,177,Bottom Hole Temperature,0504520095,0504520095_2776027.las,7164.5
MRT:2,DEGF,177,Maximum Recorded Temperature,0504520095,0504520095_2776027.las,7164.5
MRT,degF,218.0,Maximum Recorded Temperature,0504520095,0504520095_2776028.las,7077.0
MRT,degF,210.0,Maximum Recorded Temperature,0504520099,0504520099_3050825.las,7505.0
MRT,degF,210.0,Maximum Recorded Temperature,0504520099,0504520099_3050826.las,7500.0
MRT,degF,208.0,Maximum Recorded Temperature,0504520100,0504520100_3042679.las,7537.0
MRT,degF,208.0,Maximum Recorded Temperature,0504520100,0504520100_3042680.las,7537.0
BHT,DEGF,236.0,Bottom Hole Temperature,0504520104,0504520104_2833836.las,9172.0
MRT,DEGF,236.2,Maximum Recorded Temperature,0504520104,0504520104_2833836.las,9172.0
BHT,DEGF,236.0,Bottom Hole Temperature,0504520104,0504520104_2930323.las,9172.0
MRT,DEGF,236.2,Maximum Recorded Temperature,0504520104,0504520104_2930323.las,9172.0
BHT,DegF,32.0,Bottom Hole Temp,0504520113,0504520113_3213153.las,7096.8
MRT,DegF,32.0,Max Recorded Temp,0504520113,0504520113_3213153.las,7096.8
BHT,DegF,32.0,Bottom Hole Temp,0504520118,0504520118_3213211.las,7032.2
MRT,DegF,32.0,Max Recorded Temp,0504520118,0504520118_3213211.las,7032.2
BOTTEMP,DEGF,213.3,Bottom Hole Temperature,0504520119,0504520119_2910060.las,7965.5
BOTTEMP,DEGF,213.3,Bottom Hole Temperature,0504520119,0504520119_2962557.las,7965.5
BHT,DegF,32.0,Bottom Hole Temp,0504520121,0504520121_2910068.las,8297.4
MRT,DegF,32.0,Max Recorded Temp,0504520121,0504520121_2910068.las,8297.4
BOTTEMP,DEGF,213.1,Bottom Hole Temperature,0504520122,0504520122_2914535.las,7823.5
BOTTEMP,DEGF,213.1,Bottom Hole Temperature,0504520122,0504520122_2914536.las,7848.0
BOTTEMP,DEGF,213.1,Bottom Hole Temperature,0504520122,0504520122_2962583.las,7848.0
BOTTEMP,DEGF,212.2,Bottom Hole Temperature,0504520123,0504520123_2914627.las,8547.0
BOTTEMP,DEGF,212.2,Bottom Hole Temperature,0504520123,0504520123_2962598.las,8547.0
BHT,DegF,32.0,Bottom Hole Temp,0504520124,0504520124_2892302.las,8219.6
MRT,DegF,32.0,Max Recorded Temp,0504520124,0504520124_2892302.las,8219.6
BOTTEMP,DEGF,212.6,Bottom Hole Temperature,0504520124,0504520124_2892304.las,8178.0
BOTTEMP,DEGF,212.6,Bottom Hole Temperature,0504520124,0504520124_2962601.las,8178.0
BOTTEMP,DEGF,211.4,Bottom Hole Temperature,0504520125,0504520125_2910088.las,8119.5
BOTTEMP,DEGF,211.4,Bottom Hole Temperature,0504520125,0504520125_2962604.las,8119.5
BOTTEMP,DEGF,212.2,Bottom Hole Temperature,0504520126,0504520126_2892322.las,8052.5
BOTTEMP,DEGF,212.2,Bottom Hole Temperature,0504520126,0504520126_2962607.las,8052.5
BHT,DegF,32.0,Bottom Hole Temp,0504520127,0504520127_2892382.las,7696.8
MRT,DegF,32.0,Max Recorded Temp,0504520127,0504520127_2892382.las,7696.8
BOTTEMP,DEGF,213.0,Bottom Hole Temperature,0504520127,0504520127_2892384.las,7682.5
BOTTEMP,DEGF,213.0,Bottom Hole Temperature,0504520127,0504520127_2962613.las,7682.5
BOTTEMP,DEGF,211.2,Bottom Hole Temperature,0504520128,0504520128_2892587.las,7928.0
BOTTEMP,DEGF,211.2,Bottom Hole Temperature,0504520128,0504520128_2962616.las,7928.0
BHT,DegF,32.0,Bottom Hole Temp,0504520132,0504520132_3223816.las,7124.2
MRT,DegF,32.0,Max Recorded Temp,0504520132,0504520132_3223816.las,7124.2
BHT,DegF,32.0,Bottom Hole Temp,0504520142,0504520142_3223830.las,7109.0
MRT,DegF,32.0,Max Recorded Temp,0504520142,0504520142_3223830.las,7109.0
MRT,degF,235.0,Maximum Recorded Temperature,0504520146,0504520146_2776277.las,8516.0
MRT,degF,235.0,Maximum Recorded Temperature,0504520146,0504520146_2776278.las,8516.0
MRT,degF,228.0,Maximum Recorded Temperature,0504520147,0504520147_2776297.las,8447.0
MRT,degF,228.0,Maximum Recorded Temperature,0504520147,0504520147_2776298.las,8447.0
BHT,DEGF,0.317,Bottom Hole Temperature,0504520148,0504520148_2776260.las,8477.5
MRT,DEGF,191,Maximum Recorded Temperature,0504520148,0504520148_2776260.las,8477.5
MRT,degF,228.0,Maximum Recorded Temperature,0504520148,0504520148_2776261.las,8398.0
BHT,DEGF,186,Bottom Hole Temperature,0504520149,0504520149_2776173.las,8657.5
MRT,DEGF,186,Maximum Recorded Temperature,0504520149,0504520149_2776173.las,8657.5
MRT,degF,235.0,Maximum Recorded Temperature,0504520149,0504520149_2776174.las,8565.0
MRT,degF,220.0,Maximum Recorded Temperature,0504520150,0504520150_2776931.las,7394.0
MRT,degF,220.0,Maximum Recorded Temperature,0504520150,0504520150_2776932.las,7394.0
MRT,degF,206.0,Maximum Recorded Temperature,0504520152,0504520152_2776473.las,7348.0
MRT,degF,206.0,Maximum Recorded Temperature,0504520152,0504520152_2776474.las,7348.0
MRT,degF,206.0,Maximum Recorded Temperature,0504520153,0504520153_2776978.las,7344.0
MRT,degF,206.0,Maximum Recorded Temperature,0504520153,0504520153_2776979.las,7351.0
MRT,degF,206.0,Maximum Recorded Temperature,0504520154,0504520154_2795707.las,6793.0
MRT,degF,202.0,Maximum Recorded Temperature,0504520155,0504520155_2906535.las,6874.0
MRT,degF,202.0,Maximum Recorded Temperature,0504520155,0504520155_2906536.las,6854.0
MRT,degF,202.0,Maximum Recorded Temperature,0504520156,0504520156_2776988.las,7397.0
MRT,degF,202.0,Maximum Recorded Temperature,0504520156,0504520156_2776989.las,7397.0
MRT,degF,218.0,Maximum Recorded Temperature,0504520157,0504520157_2776946.las,7464.0
MRT,degF,218.0,Maximum Recorded Temperature,0504520157,0504520157_2776947.las,7464.0
MRT,degF,228.0,Maximum Recorded Temperature,0504520158,0504520158_2786184.las,6642.0
MRT,degF,228.0,Maximum Recorded Temperature,0504520158,0504520158_2786185.las,6642.0
MRT,degF,206.0,Maximum Recorded Temperature,0504520159,0504520159_2776483.las,7541.0
MRT,degF,206.0,Maximum Recorded Temperature,0504520159,0504520159_2776484.las,7541.0
MRT,degF,230.0,Maximum Recorded Temperature,0504520160,0504520160_2906533.las,7556.0
MRT,degF,230.0,Maximum Recorded Temperature,0504520160,0504520160_2906534.las,7571.0
MRT,degF,231.0,Maximum Recorded Temperature,0504520161,0504520161_2785717.las,6683.0
MRT,degF,227.0,Maximum Recorded Temperature,0504520162,0504520162_2786128.las,6583.0
MRT,degF,206.0,Maximum Recorded Temperature,0504520163,0504520163_2786187.las,6589.0
MRT,degF,206.0,Maximum Recorded Temperature,0504520163,0504520163_2786188.las,6589.0
MRT,degF,200.0,Maximum Recorded Temperature,0504520164,0504520164_2776274.las,6415.0
MRT,degF,200.0,Maximum Recorded Temperature,0504520164,0504520164_2776275.las,6415.0
MRT,degF,228.0,Maximum Recorded Temperature,0504520165,0504520165_2786119.las,6456.0
MRT,degF,228.0,Maximum Recorded Temperature,0504520165,0504520165_2786120.las,6456.0
BHT,DEGF,258.10001,Bottom Hole Temperature (used in calculations),0504520168,0504520168_2797889.las,9022.0
MRT,DEGF,235.10001,Maximum Recorded Temperature,0504520168,0504520168_2797889.las,9022.0
BHT,DEGF,258.10001,Bottom Hole Temperature (used in calculations),0504520171,0504520171_2801080.las,8893.0
MRT,DEGF,230.39999,Maximum Recorded Temperature,0504520171,0504520171_2801080.las,8893.0
BHT,DEGF,258.10001,Bottom Hole Temperature (used in calculations),0504520173,0504520173_2796104.las,9014.0
MRT,DEGF,234.60001,Maximum Recorded Temperature,0504520173,0504520173_2796104.las,9014.0
BHT,DEGF,258.10001,Bottom Hole Temperature (used in calculations),0504520174,0504520174_2803626.las,9751.0
MRT,DEGF,258.10001,Maximum Recorded Temperature,0504520174,0504520174_2803626.las,9751.0
BHT,DEGF,258.10001,Bottom Hole Temperature (used in calculations),0504520178,0504520178_2795934.las,8996.5
MRT,DEGF,234.3,Maximum Recorded Temperature,0504520178,0504520178_2795934.las,8996.5
BHT,DEGF,258.10001,Bottom Hole Temperature (used in calculations),0504520179,0504520179_2798512.las,9084.5
MRT,DEGF,236.8,Maximum Recorded Temperature,0504520179,0504520179_2798512.las,9084.5
BHT,DEGF,258.10001,Bottom Hole Temperature (used in calculations),0504520180,0504520180_2801663.las,8656.0
MRT,DEGF,235.60001,Maximum Recorded Temperature,0504520180,0504520180_2801663.las,8656.0
BHT,DEGF,258.10001,Bottom Hole Temperature (used in calculations),0504520182,0504520182_2800565.las,9186.0
MRT,DEGF,235.8,Maximum Recorded Temperature,0504520182,0504520182_2800565.las,9186.0
BHT,DEGF,258.10001,Bottom Hole Temperature (used in calculations),0504520184,0504520184_2795977.las,9027.5
MRT,DEGF,235.3,Maximum Recorded Temperature,0504520184,0504520184_2795977.las,9027.5
BHT,DEGF,78.6,Bottom Hole Temperature (used in calculations),0504520184,0504520184_2795978.las,1392.0
MRT,DEGF,78.6,Maximum Recorded Temperature,0504520184,0504520184_2795978.las,1392.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504520185,0504520185_2903021.las,4280.5
MRT,,,Maximum Recorded Temperature,0504520185,0504520185_2903021.las,4280.5
BHT,DEGF,237.0,Bottom Hole Temperature (used in calculations),0504520186,0504520186_2902859.las,9237.0
MRT,,,Maximum Recorded Temperature,0504520186,0504520186_2902859.las,9237.0
BHT,DEGF,237.0,Bottom Hole Temperature (used in calculations),0504520187,0504520187_2905095.las,9505.5
MRT,,,Maximum Recorded Temperature,0504520187,0504520187_2905095.las,9505.5
BHT,DEGF,237.0,Bottom Hole Temperature (used in calculations),0504520188,0504520188_2902717.las,8466.5
MRT,,,Maximum Recorded Temperature,0504520188,0504520188_2902717.las,8466.5
BHT,DEGF,265.0,Bottom Hole Temperature (used in calculations),0504520206,0504520206_2823219.las,9273.5
MRT,DEGF,265.0,Maximum Recorded Temperature,0504520206,0504520206_2823219.las,9273.5
BHT,DEGF,265.0,Bottom Hole Temperature (used in calculations),0504520206,0504520206_2827630.las,9273.5
MRT,DEGF,265.0,Maximum Recorded Temperature,0504520206,0504520206_2827630.las,9273.5
BHT,DEGF,234.10001,Bottom Hole Temperature (used in calculations),0504520207,0504520207_2829809.las,8018.5
MRT,DEGF,234.10001,Maximum Recorded Temperature,0504520207,0504520207_2829809.las,8018.5
BHT,DEGF,150.0,Bottom Hole Temperature (used in calculations),0504520207,0504520207_2829810.las,6601.0
MRT,,,Maximum Recorded Temperature,0504520207,0504520207_2829810.las,6601.0
BHT,DEGF,223.0,Bottom Hole Temperature (used in calculations),0504520211,0504520211_2824737.las,8482.5
MRT,DEGF,223.0,Maximum Recorded Temperature,0504520211,0504520211_2824737.las,8482.5
BHT,DEGF,226.60001,Bottom Hole Temperature (used in calculations),0504520211,0504520211_2824738.las,8358.0
MRT,DEGF,226.60001,Maximum Recorded Temperature,0504520211,0504520211_2824738.las,8358.0
BHT,DEGF,268.20001,Bottom Hole Temperature (used in calculations),0504520211,0504520211_2824739.las,9317.5
MRT,DEGF,268.20001,Maximum Recorded Temperature,0504520211,0504520211_2824739.las,9317.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504520211,0504520211_2829762.las,7171.0
MRT,DEGF,217.7,Maximum Recorded Temperature,0504520211,0504520211_2829762.las,7171.0
BHT,DEGF,207.0,Bottom Hole Temperature (used in calculations),0504520214,0504520214_2921896.las,7993.5
MRT,DEGF,207.0,Maximum Recorded Temperature,0504520214,0504520214_2921896.las,7993.5
BHT,DEGF,196.0,Bottom Hole Temperature (used in calculations),0504520214,0504520214_2921897.las,8086.5
MRT,DEGF,212.0,Maximum Recorded Temperature,0504520214,0504520214_2921897.las,8086.5
BHT,DEGF,207.0,Bottom Hole Temperature (used in calculations),0504520215,0504520215_2919408.las,7950.5
MRT,DEGF,207.0,Maximum Recorded Temperature,0504520215,0504520215_2919408.las,7950.5
BHT,DEGF,196.0,Bottom Hole Temperature (used in calculations),0504520215,0504520215_2919409.las,8026.0
MRT,DEGF,211.0,Maximum Recorded Temperature,0504520215,0504520215_2919409.las,8026.0
MRT,degF,238.0,Maximum Recorded Temperature,0504520216,0504520216_2906544.las,8118.0
MRT,degF,238.0,Maximum Recorded Temperature,0504520216,0504520216_2906545.las,8118.0
MRT,degF,226.0,Maximum Recorded Temperature,0504520217,0504520217_2795720.las,8261.0
MRT,degF,226.0,Maximum Recorded Temperature,0504520217,0504520217_2795721.las,8261.0
MRT,degF,238.0,Maximum Recorded Temperature,0504520218,0504520218_2776219.las,8022.0
MRT,degF,238.0,Maximum Recorded Temperature,0504520218,0504520218_2776220.las,8020.0
MRT,degF,226.0,Maximum Recorded Temperature,0504520219,0504520219_2795738.las,7647.0
MRT,degF,226.0,Maximum Recorded Temperature,0504520219,0504520219_2795739.las,7647.0
MRT,degF,280.0,Maximum Recorded Temperature,0504520220,0504520220_2906541.las,7437.0
MRT,degF,280.0,Maximum Recorded Temperature,0504520220,0504520220_2906542.las,7437.0
MRT,degF,228.0,Maximum Recorded Temperature,0504520221,0504520221_2795733.las,8224.0
MRT,degF,260.0,Maximum Recorded Temperature,0504520222,0504520222_2778437.las,8175.0
MRT,degF,260.0,Maximum Recorded Temperature,0504520222,0504520222_2778438.las,8175.0
MRT,degF,228.0,Maximum Recorded Temperature,0504520223,0504520223_2795719.las,7536.0
MRT,degF,234.0,Maximum Recorded Temperature,0504520224,0504520224_2776956.las,7574.0
MRT,degF,234.0,Maximum Recorded Temperature,0504520224,0504520224_2776957.las,7575.0
BHT,DEGF,207.0,Bottom Hole Temperature (used in calculations),0504520225,0504520225_2918969.las,7852.0
MRT,DEGF,207.0,Maximum Recorded Temperature,0504520225,0504520225_2918969.las,7852.0
BHT,DEGF,196.0,Bottom Hole Temperature (used in calculations),0504520225,0504520225_2918970.las,7932.5
MRT,DEGF,209.0,Maximum Recorded Temperature,0504520225,0504520225_2918970.las,7932.5
MRT,degF,232.0,Maximum Recorded Temperature,0504520226,0504520226_2776937.las,7692.0
BHT,DEGF,195,Bottom Hole Temperature,0504520226,0504520226_2776938.las,7781.5
MRT,DEGF,195,Maximum Recorded Temperature,0504520226,0504520226_2776938.las,7781.5
MRT,degF,230.0,Maximum Recorded Temperature,0504520227,0504520227_2906548.las,8056.0
MRT,degF,230.0,Maximum Recorded Temperature,0504520227,0504520227_2906549.las,8056.0
MRT,degF,231.0,Maximum Recorded Temperature,0504520228,0504520228_2795727.las,7912.0
MRT,degF,231.0,Maximum Recorded Temperature,0504520228,0504520228_2795728.las,7912.0
BHT,DEGF,207.0,Bottom Hole Temperature (used in calculations),0504520229,0504520229_2916438.las,8023.0
MRT,DEGF,207.0,Maximum Recorded Temperature,0504520229,0504520229_2916438.las,8023.0
BHT,DEGF,207.0,Bottom Hole Temperature (used in calculations),0504520229,0504520229_2916439.las,6811.0
MRT,DEGF,207.10001,Maximum Recorded Temperature,0504520229,0504520229_2916439.las,6811.0
MRT,degF,239.0,Maximum Recorded Temperature,0504520230,0504520230_2795715.las,7600.0
MRT,degF,239.0,Maximum Recorded Temperature,0504520230,0504520230_2795716.las,7600.0
MRT,degF,234.0,Maximum Recorded Temperature,0504520231,0504520231_2776280.las,8175.0
MRT,degF,234.0,Maximum Recorded Temperature,0504520231,0504520231_2776281.las,8177.0
MRT,degF,226.0,Maximum Recorded Temperature,0504520232,0504520232_2795708.las,8115.0
MRT,degF,226.0,Maximum Recorded Temperature,0504520232,0504520232_2795709.las,8115.0
BHT,DEGF,207.0,Bottom Hole Temperature (used in calculations),0504520233,0504520233_2916896.las,7982.5
MRT,DEGF,207.0,Maximum Recorded Temperature,0504520233,0504520233_2916896.las,7982.5
BHT,DEGF,196.0,Bottom Hole Temperature (used in calculations),0504520233,0504520233_2916897.las,8012.0
MRT,DEGF,213.0,Maximum Recorded Temperature,0504520233,0504520233_2916897.las,8012.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504520234,0504520234_2929191.las,7754.5
MRT,DEGF,207.0,Maximum Recorded Temperature,0504520234,0504520234_2929191.las,7754.5
BHT,DEGF,196.0,Bottom Hole Temperature (used in calculations),0504520234,0504520234_2929192.las,7827.0
MRT,DEGF,196.0,Maximum Recorded Temperature,0504520234,0504520234_2929192.las,7827.0
BHT,DEGF,207.0,Bottom Hole Temperature (used in calculations),0504520235,0504520235_2917612.las,8002.0
MRT,DEGF,207.0,Maximum Recorded Temperature,0504520235,0504520235_2917612.las,8002.0
BHT,DEGF,196.0,Bottom Hole Temperature (used in calculations),0504520235,0504520235_2917613.las,8089.0
MRT,DEGF,213.10001,Maximum Recorded Temperature,0504520235,0504520235_2917613.las,8089.0
MRT,degF,230.0,Maximum Recorded Temperature,0504520236,0504520236_2832867.las,7293.0
MRT,degF,230.0,Maximum Recorded Temperature,0504520236,0504520236_2832868.las,7291.0
MRT,degF,280.0,Maximum Recorded Temperature,0504520238,0504520238_2906524.las,7606.0
MRT,degF,280.0,Maximum Recorded Temperature,0504520238,0504520238_2906525.las,7614.0
MRT,degF,232.0,Maximum Recorded Temperature,0504520239,0504520239_2776943.las,7813.0
MRT,degF,232.0,Maximum Recorded Temperature,0504520239,0504520239_2776944.las,7813.0
MRT,degF,243.0,Maximum Recorded Temperature,0504520240,0504520240_2838187.las,8690.0
MRT,degF,243.0,Maximum Recorded Temperature,0504520240,0504520240_2838188.las,8690.0
MRT,degF,278.0,Maximum Recorded Temperature,0504520241,0504520241_2795745.las,8865.0
