DEPT,GR,GRTO,POTA,THOR,URAN
1919.5,59.1639,52.3399,0.7917,3.6577,5.4753
1920.0,55.323,49.1241,0.7311,3.3982,5.185
1920.5,56.1926,51.1138,0.7737,3.5522,5.3718
1921.0,59.0044,53.9947,0.8519,3.7788,5.6047
1921.5,63.6714,54.6963,0.904,3.8463,5.5739
1922.0,65.1498,52.5012,0.9078,3.7937,5.2433
1922.5,60.048,49.4614,0.9245,3.6975,4.7623
1923.0,53.3808,48.1951,0.9804,3.693,4.4631
1923.5,52.6126,48.5004,1.0665,3.779,4.3156
1924.0,55.4244,49.0873,1.154,3.7905,4.2131
1924.5,57.9319,48.5407,1.1838,3.7801,4.0684
1925.0,57.1782,49.1518,1.2404,3.8948,3.9764
1925.5,55.6274,49.7472,1.3061,4.1074,3.8144
1926.0,58.1348,50.9028,1.4088,4.418,3.6378
1926.5,59.1494,50.9646,1.4833,4.5943,3.3904
1927.0,56.0767,50.3503,1.5424,4.7197,3.0988
1927.5,53.9243,51.0556,1.6358,4.7974,2.9989
1928.0,54.9824,51.2465,1.7103,4.8094,2.8983
1928.5,58.2797,51.7004,1.7893,4.8629,2.82
1929.0,61.3597,50.9767,1.8232,4.7712,2.698
1929.5,62.1858,49.5663,1.805,4.7272,2.5357
1930.0,59.0624,50.0764,1.8273,4.861,2.5251
1930.5,55.852,49.9593,1.7938,4.9288,2.5521
1931.0,56.3086,52.1126,1.8482,5.2807,2.6603
1931.5,57.6565,52.6223,1.8591,5.419,2.6534
1932.0,60.7147,51.9417,1.8517,5.3834,2.5393
1932.5,60.3415,52.0532,1.8493,5.3567,2.5275
1933.0,57.7688,52.1059,1.8213,5.3513,2.5716
1933.5,56.6311,53.746,1.8262,5.6317,2.6799
1934.0,57.2253,54.6977,1.8075,5.8472,2.7744
1934.5,59.2146,54.4651,1.7754,5.8927,2.7953
1935.0,56.9101,52.6869,1.7133,5.8068,2.6729
1935.5,57.4536,51.3017,1.6996,5.7758,2.5004
1936.0,60.4828,50.9091,1.711,5.9443,2.3656
1936.5,58.903,51.0179,1.7423,6.2482,2.2635
1937.0,57.3304,51.5956,1.7798,6.4853,2.2241
1937.5,55.8303,52.4474,1.8275,6.6997,2.2153
1938.0,55.852,53.1843,1.8749,6.8768,2.1836
1938.5,57.3884,54.4762,1.9326,7.0777,2.2171
1939.0,55.7506,53.314,1.8901,7.0294,2.1251
1939.5,55.7578,52.2284,1.8676,7.0043,2.0052
1940.0,58.5008,51.6445,1.8577,6.9615,1.9605
1940.5,62.6098,51.5786,1.8693,7.0903,1.8826
1941.0,64.5882,52.2024,1.8978,7.182,1.904
1941.5,61.4032,53.3204,1.939,7.3263,1.965
1942.0,60.5843,53.0963,1.9294,7.3707,1.9471
1942.5,61.0408,51.9028,1.8988,7.2968,1.8843
1943.0,58.9609,50.0815,1.8624,7.1465,1.7468
1943.5,56.6999,47.2049,1.7862,6.8245,1.5955
1944.0,53.7359,45.6878,1.7665,6.6212,1.5183
1944.5,48.6341,44.985,1.7655,6.5138,1.4853
1945.0,47.5615,44.6455,1.7457,6.2944,1.5798
1945.5,53.6489,44.6359,1.6999,5.8847,1.8348
1946.0,56.468,44.4202,1.6161,5.4472,2.1117
1946.5,51.5401,43.9457,1.5169,4.908,2.3989
1947.0,48.0761,42.9739,1.4321,4.5556,2.5156
1947.5,46.8586,42.3769,1.3848,4.251,2.6201
1948.0,46.8368,41.9288,1.3506,4.0992,2.6761
1948.5,47.9674,41.9759,1.3256,4.1461,2.7143
1949.0,49.982,45.2212,1.3785,4.5346,2.9909
1949.5,55.1998,54.285,1.5919,5.4394,3.715
1950.0,71.5126,78.0112,2.206,7.7535,5.5257
1950.5,108.9357,101.435,2.809,9.9539,7.373
1951.0,147.9893,110.9832,3.0504,10.7938,8.187
1951.5,143.8622,101.9057,2.8089,9.8766,7.5034
1952.0,105.4753,79.0063,2.1591,7.5541,5.876
1952.5,76.0021,62.5862,1.6715,5.8964,4.739
1953.0,65.7296,60.3654,1.5418,5.5412,4.73
1953.5,71.7445,65.9992,1.6231,5.7559,5.3842
1954.0,85.3542,72.4187,1.7399,6.0379,6.0561
1954.5,88.4849,72.199,1.7202,5.8516,6.0708
1955.0,77.5493,65.6551,1.5433,5.1535,5.5917
1955.5,65.4469,58.2452,1.3788,4.671,4.8733
1956.0,59.7509,59.7869,1.4246,4.8958,4.9412
1956.5,67.4253,69.8487,1.7148,5.8697,5.6364
1957.0,90.6735,82.8991,2.1073,7.1859,6.4935
1957.5,108.1965,92.8149,2.4031,8.2484,7.133
1958.0,108.0733,93.6412,2.4729,8.5059,7.0115
1958.5,104.0803,85.7589,2.3016,7.7961,6.3141
1959.0,91.0503,72.8391,2.0085,6.5622,5.2513
1959.5,69.5125,64.4559,1.8618,5.711,4.4797
1960.0,68.7153,63.3485,1.913,5.5799,4.2014
1960.5,80.8249,66.1293,2.086,5.8336,4.176
1961.0,76.2159,67.5128,2.2003,5.9318,4.112
1961.5,65.5701,63.1995,2.0929,5.4427,3.8247
1962.0,65.0339,57.8095,1.9527,4.8384,3.4768
1962.5,66.2803,54.0426,1.88,4.4284,3.1685
1963.0,64.1787,52.4847,1.9081,4.3154,2.8657
1963.5,60.3596,50.3988,1.9313,4.2561,2.4725
1964.0,54.6273,48.223,1.921,4.3352,2.0918
1964.5,51.4386,44.9262,1.8409,4.3263,1.7416
1965.0,51.5328,42.4097,1.7754,4.4251,1.4615
1965.5,51.4386,42.9728,1.8445,4.7421,1.3068
1966.0,49.337,44.4876,1.9319,5.0256,1.2713
1966.5,48.8587,45.7196,2.0254,5.3384,1.1288
1967.0,51.9024,45.5827,2.0163,5.4015,1.0836
1967.5,51.1995,44.4922,1.9511,5.3719,1.0433
1968.0,49.9095,44.7611,1.9259,5.481,1.0946
1968.5,51.7792,45.69,1.9073,5.631,1.2356
1969.0,50.8589,47.4598,1.9392,5.9041,1.3607
1969.5,50.1487,47.2666,1.8936,6.0129,1.3993
1970.0,49.7863,46.2008,1.8232,5.9847,1.4245
1970.5,48.163,45.1622,1.775,5.9845,1.3855
1971.0,48.2935,44.4889,1.7256,6.0967,1.344
1971.5,50.2356,45.1344,1.7489,6.4464,1.2411
1972.0,53.5982,46.3108,1.7635,6.814,1.2426
1972.5,58.2435,47.5603,1.7846,7.1593,1.2687
1973.0,61.4901,48.4634,1.7911,7.3591,1.364
1973.5,61.5046,48.4957,1.7667,7.4306,1.4381
1974.0,60.3306,48.4871,1.775,7.3893,1.4704
1974.5,57.4681,46.8596,1.7001,6.9695,1.5346
1975.0,53.5692,45.553,1.6355,6.5289,1.6194
1975.5,50.6415,43.8302,1.5476,6.0486,1.7187
1976.0,48.6558,43.2282,1.4966,5.9306,1.7951
1976.5,50.0074,44.6692,1.5337,6.1987,1.8816
1977.0,54.0077,47.4737,1.6146,6.5926,2.0211
1977.5,55.6962,49.1881,1.6774,6.7764,2.0881
1978.0,52.5583,48.4686,1.6805,6.5001,2.037
1978.5,49.3733,47.8853,1.7102,6.2906,1.9552
1979.0,50.8299,45.9031,1.6846,5.9248,1.8452
1979.5,54.5113,48.3407,1.8013,6.1067,1.9445
1980.0,58.5116,51.9804,1.9459,6.4031,2.1312
1980.5,63.4105,55.9667,2.0846,6.7203,2.3801
1981.0,69.5269,59.2654,2.1799,6.8765,2.6569
1981.5,70.1792,60.6178,2.2028,6.7671,2.8853
1982.0,66.3528,60.1801,2.1757,6.4996,2.975
1982.5,65.0628,59.3113,2.1644,6.3356,2.9023
1983.0,64.0918,59.3059,2.1688,6.3882,2.8559
1983.5,64.3961,59.4167,2.1733,6.4283,2.8387
1984.0,65.5194,59.4962,2.1557,6.3972,2.9208
1984.5,64.7367,59.2738,2.1291,6.3399,2.9726
1985.0,62.3742,58.9885,2.1271,6.1907,2.9779
1985.5,65.1643,59.5111,2.1578,6.3226,2.9287
1986.0,71.3097,59.5655,2.1824,6.3454,2.8733
1986.5,72.7663,57.9017,2.1451,6.0856,2.7772
1987.0,69.6501,54.0028,2.0139,5.4817,2.6664
1987.5,59.9175,51.4243,1.9297,4.9988,2.6199
1988.0,55.5694,51.0793,1.9211,4.7618,2.6702
1988.5,61.5263,52.7598,1.9703,4.7777,2.8301
1989.0,64.5737,54.0001,1.9845,4.7527,2.9798
1989.5,61.943,53.0321,1.9224,4.6331,2.9631
1990.0,57.8268,51.5981,1.8531,4.4972,2.9153
1990.5,59.0805,51.7788,1.846,4.6301,2.9041
1991.0,64.3526,53.3638,1.8885,4.9154,2.9546
1991.5,65.0918,56.3036,1.9679,5.4182,3.0418
1992.0,64.9759,58.0316,1.9887,5.8132,3.1058
1992.5,67.005,58.5631,1.9874,6.014,3.1256
1993.0,65.5411,57.5505,1.927,6.0189,3.0925
1993.5,64.215,56.8496,1.9063,6.0409,3.0207
1994.0,66.6572,58.2646,1.9524,6.2679,3.0671
1994.5,67.1355,60.1904,2.0257,6.6327,3.0658
1995.0,67.7225,61.0021,2.0435,6.9138,3.0494
1995.5,72.0271,59.8338,1.9757,6.822,3.0197
1996.0,73.7954,59.0129,1.936,6.7408,2.98
1996.5,72.5707,59.4713,1.9496,6.8552,2.9463
1997.0,75.9042,64.3648,2.117,7.4505,3.1076
1997.5,79.977,68.3723,2.2433,8.1486,3.1755
1998.0,80.4698,72.5595,2.368,8.8192,3.3021
1998.5,83.7889,73.1999,2.3098,8.9397,3.4669
1999.0,85.3397,69.093,2.0958,8.2564,3.5449
1999.5,76.3246,63.4459,1.85,7.2716,3.5526
2000.0,62.3235,56.6545,1.5999,6.1974,3.4109
2000.5,55.5404,53.283,1.4916,5.6231,3.3204
2001.0,57.1202,53.528,1.5024,5.485,3.3928
2001.5,61.2292,54.6456,1.5574,5.5503,3.4479
2002.0,62.5337,57.2894,1.6581,5.716,3.6232
2002.5,62.5047,62.1818,1.8262,6.1806,3.8894
2003.0,74.2411,77.1037,2.275,7.6918,4.7838
2003.5,103.6382,105.8299,3.094,10.583,6.6229
2004.0,152.8085,129.6024,3.7354,13.0282,8.2282
2004.5,186.9597,132.1472,3.7859,13.274,8.5049
2005.0,156.4646,108.2495,3.0886,10.757,7.0699
2005.5,93.036,74.4369,2.1413,7.4382,4.8126
2006.0,53.9171,52.6427,1.5178,5.3759,3.3512
2006.5,46.7281,46.7191,1.3508,4.7937,2.9513
2007.0,52.3517,49.6549,1.4302,5.0974,3.1577
2007.5,57.8159,50.9375,1.4835,5.1726,3.2388
2008.0,59.4827,50.8282,1.4912,4.9553,3.3154
2008.5,58.4247,49.4029,1.4981,4.689,3.2014
2009.0,58.7725,47.5486,1.518,4.463,2.9632
2009.5,57.8087,47.3801,1.6001,4.5596,2.7403
2010.0,58.6783,48.5811,1.7309,4.9517,2.5108
2010.5,61.3234,49.6848,1.8071,5.3024,2.3835
2011.0,63.7439,53.2406,1.9013,5.7292,2.5955
2011.5,67.7152,54.8617,1.8792,5.7469,2.873
2012.0,69.8023,58.0437,1.8644,5.7034,3.3831
2012.5,66.8673,56.6639,1.696,5.0558,3.6654
2013.0,63.7222,53.4262,1.4928,4.2462,3.8109
2013.5,60.9466,51.4575,1.377,3.7198,3.8734
2014.0,62.7511,54.8211,1.4223,3.6948,4.2864
2014.5,74.6433,65.7071,1.6723,4.3205,5.2125
2015.0,90.072,75.3689,1.8913,4.8889,6.0645
2015.5,93.9926,88.1271,2.1971,5.6786,7.1287
2016.0,100.9134,103.7767,2.5722,6.6784,8.4437
2016.5,133.2056,123.1289,3.011,7.825,10.1644
2017.0,167.614,143.125,3.4479,9.0853,11.9365
2017.5,173.5347,151.318,3.5376,9.6461,12.839
2018.0,165.0921,150.0495,3.4212,9.9403,12.7612
2018.5,161.5411,142.5803,3.1871,9.8558,12.1007
2019.0,156.9683,126.3742,2.7672,9.1591,10.6763
2019.5,132.0389,107.3488,2.3324,8.2293,8.9021
2020.0,97.3551,87.9233,1.8942,6.963,7.249
2020.5,83.2671,73.9623,1.585,5.9345,6.1054
2021.0,81.4409,68.6858,1.4675,5.4948,5.7171
2021.5,79.7596,64.9451,1.3878,5.2248,5.423
2022.0,73.6867,61.4519,1.3463,5.0563,5.0087
2022.5,66.2368,58.4444,1.3466,5.0465,4.5698
2023.0,61.6858,56.8219,1.3974,5.3059,4.1472
2023.5,58.287,55.5175,1.4703,5.6874,3.7202
2024.0,62.1786,55.1734,1.5483,6.1343,3.4096
2024.5,69.8096,56.0535,1.6623,6.6453,3.1408
2025.0,70.2661,58.8181,1.8167,7.2422,3.0497
2025.5,68.5559,60.5821,1.936,7.6277,2.9595
2026.0,68.2732,60.0422,1.9734,7.7435,2.7679
2026.5,69.0921,58.4642,1.9719,7.6383,2.5518
2027.0,67.8964,58.5939,2.0325,7.669,2.4479
2027.5,65.0049,60.2611,2.1464,7.7764,2.4369
2028.0,67.5703,64.2805,2.3272,8.1026,2.5803
2028.5,73.2664,67.3259,2.4367,8.3521,2.7413
2029.0,78.4697,69.4742,2.4913,8.4645,2.895
2029.5,81.3684,70.3544,2.5007,8.3848,3.0504
2030.0,81.0351,65.7288,2.301,7.7492,2.9803
2030.5,76.2376,60.0726,2.0682,6.8351,2.9039
2031.0,69.9328,54.357,1.8321,6.0181,2.7592
2031.5,66.8311,53.1776,1.7672,5.7544,2.7801
2032.0,66.8311,55.4832,1.8338,5.8641,2.9766
2032.5,68.324,61.0308,2.0234,6.4711,3.2552
2033.0,73.8171,67.872,2.2512,7.2742,3.6069
2033.5,83.8469,73.4954,2.4191,7.8615,3.9394
2034.0,85.5716,79.4664,2.5962,8.3035,4.3697
2034.5,88.1515,83.1204,2.7026,8.4621,4.6964
2035.0,97.7609,86.2169,2.7598,8.5296,5.0597
2035.5,101.9642,93.6833,2.9686,9.1362,5.623
2036.0,111.6605,98.552,3.0807,9.417,6.047
2036.5,125.2413,96.243,2.9791,9.0206,6.0204
2037.0,113.2694,86.8744,2.7076,8.0205,5.4228
2037.5,87.5319,73.0256,2.2831,6.6879,4.5415
2038.0,71.8822,63.5992,1.9973,5.8874,3.8952
2038.5,61.7583,59.6584,1.8931,5.5976,3.6097
2039.0,57.8304,55.7076,1.798,5.2717,3.3453
2039.5,55.9969,50.2908,1.6554,4.7713,2.9975
2040.0,50.8444,44.909,1.5061,4.2362,2.6644
2040.5,46.1194,41.4194,1.4076,3.9549,2.4047
2041.0,44.5251,41.3906,1.4386,4.0912,2.2854
2041.5,44.1772,43.2131,1.5348,4.4035,2.2874
2042.0,46.2788,44.7851,1.608,4.7364,2.2762
2042.5,51.1488,46.7667,1.6855,4.9792,2.391
2043.0,56.2651,49.6403,1.7652,5.2675,2.6357
2043.5,58.9175,49.7506,1.7414,5.3444,2.6994
2044.0,56.497,48.5219,1.6868,5.3109,2.6538
2044.5,53.2359,45.665,1.6025,5.1773,2.3942
2045.0,50.7973,44.1691,1.5799,5.1958,2.1985
2045.5,49.4856,45.4848,1.6585,5.4912,2.1513
2046.0,53.5946,47.1929,1.7308,5.8184,2.1453
2046.5,59.3052,47.5704,1.7266,5.9206,2.1446
2047.0,60.9321,47.1538,1.6779,5.8943,2.1854
2047.5,59.6277,46.4886,1.6201,5.8433,2.2076
2048.0,58.1275,45.8601,1.579,5.8072,2.2134
2048.5,56.2506,46.0541,1.5539,5.9241,2.258
2049.0,58.0913,46.1583,1.5288,6.0021,2.2837
2049.5,60.4828,45.1174,1.4556,5.8466,2.3002
2050.0,58.6276,45.814,1.4542,5.8745,2.3836
2050.5,58.0333,47.0866,1.472,5.8952,2.5175
2051.0,61.1857,50.206,1.5898,6.2464,2.6472
2051.5,65.5774,54.099,1.7462,6.7096,2.7699
2052.0,68.5124,54.4481,1.8027,6.7777,2.6789
2052.5,67.6065,53.5257,1.8228,6.6774,2.5133
2053.0,63.2946,51.135,1.7981,6.3471,2.274
2053.5,56.1491,47.3987,1.7282,5.7775,2.0067
2054.0,50.2936,46.2947,1.7183,5.5431,1.9242
2054.5,50.54,46.2893,1.7144,5.5056,1.9361
2055.0,54.5693,47.3903,1.7134,5.5336,2.0971
2055.5,57.8449,49.1341,1.7413,5.5732,2.2741
2056.0,57.7,49.812,1.777,5.3882,2.3655
2056.5,56.6709,50.5004,1.8225,5.2046,2.4642
2057.0,57.2652,50.3583,1.8406,5.0923,2.4679
2057.5,55.0911,50.3205,1.8355,5.1423,2.4675
2058.0,51.6923,49.3176,1.7929,5.0121,2.4585
2058.5,51.5111,48.3354,1.766,4.8667,2.4065
2059.0,50.5835,47.898,1.7721,4.7212,2.362
2059.5,51.1343,47.0904,1.783,4.6459,2.2117
2060.0,55.4027,47.7512,1.8522,4.7403,2.1155
2060.5,56.0259,47.7533,1.8836,4.7888,2.0193
2061.0,52.5257,48.5866,1.9497,4.931,1.945
2061.5,51.1343,48.6246,1.9606,4.9215,1.9139
2062.0,52.5945,49.7364,2.0323,5.0968,1.8538
2062.5,53.3844,50.5939,2.0683,5.2479,1.8433
2063.0,53.9787,52.8576,2.1514,5.6004,1.8824
2063.5,56.2107,53.0991,2.1237,5.7838,1.9004
2064.0,57.4971,52.0074,2.0452,5.7944,1.8898
2064.5,56.7144,49.8986,1.9601,5.5739,1.8298
2065.0,54.3012,47.218,1.8669,5.1556,1.7581
2065.5,50.4603,45.0732,1.7956,4.8637,1.6673
2066.0,48.1775,44.5598,1.7527,4.8334,1.6765
2066.5,49.4747,45.8043,1.7821,5.0276,1.7036
2067.0,49.4675,48.3546,1.856,5.3192,1.8133
2067.5,47.9746,50.9009,1.9301,5.5123,1.9472
2068.0,50.1052,51.2777,1.9469,5.5175,1.9469
2068.5,51.8445,49.2714,1.8561,5.3471,1.8754
2069.0,50.7284,49.2181,1.8389,5.3551,1.9187
2069.5,50.7574,47.1452,1.742,5.1719,1.8776
2070.0,52.6199,46.3306,1.6829,4.9995,1.9337
2070.5,50.1414,45.0329,1.6102,4.8756,1.9116
2071.0,46.3078,44.9664,1.5917,4.9585,1.8905
2071.5,47.6557,45.1304,1.574,5.0349,1.8833
2072.0,52.4967,45.07,1.5427,5.0854,1.8953
2072.5,56.0187,44.3412,1.4727,4.9001,1.967
2073.0,53.9026,44.1424,1.4299,4.6969,2.0961
2073.5,50.3806,44.2678,1.4156,4.4662,2.2176
2074.0,48.4094,45.0975,1.4404,4.2774,2.3437
2074.5,47.7282,46.2164,1.4751,4.16,2.4629
2075.0,49.8153,48.043,1.5258,4.149,2.6088
2075.5,50.8009,48.8628,1.5407,4.1742,2.696
2076.0,49.5436,47.822,1.4943,4.1594,2.6545
2076.5,50.8842,46.5574,1.4294,4.1997,2.6119
2077.0,56.1165,47.7648,1.4432,4.5212,2.6938
2077.5,60.2219,49.9003,1.491,4.8846,2.859
2078.0,60.9357,53.4046,1.5911,5.3696,3.0676
2078.5,62.7619,54.9563,1.6196,5.5969,3.2131
2079.0,62.6895,56.1022,1.648,5.6997,3.3232
2079.5,59.7653,55.4006,1.6409,5.781,3.1799
2080.0,57.1202,53.5116,1.5978,5.8088,2.9529
2080.5,53.5402,50.5967,1.5396,5.815,2.6473
2081.0,49.8443,48.4407,1.4945,5.7754,2.4707
2081.5,51.801,48.627,1.5182,5.8393,2.4629
2082.0,56.0042,50.6961,1.6268,6.0233,2.552
2082.5,57.555,53.3468,1.7456,6.3809,2.6476
2083.0,57.0188,53.7304,1.791,6.5446,2.6016
2083.5,55.6781,53.0148,1.7845,6.7394,2.4515
2084.0,54.5113,50.5067,1.7072,6.8203,2.1964
2084.5,54.5331,48.6694,1.6439,6.9385,1.9833
2085.0,53.4678,48.9213,1.6334,7.3468,1.8927
2085.5,53.8808,49.9955,1.6701,7.7861,1.8222
2086.0,57.2217,50.9122,1.6955,8.1404,1.7831
2086.5,57.7,51.0389,1.7154,8.3703,1.6676
2087.0,53.6417,50.2868,1.6976,8.4633,1.5451
2087.5,52.0909,49.9463,1.7089,8.5456,1.4058
2088.0,56.2506,50.5497,1.7406,8.7795,1.3207
2088.5,59.2943,51.3085,1.7967,8.9918,1.2027
2089.0,59.9175,51.8202,1.8506,9.1033,1.0998
2089.5,59.4102,53.1451,1.9266,9.333,1.0705
2090.0,61.8742,52.7824,1.9373,9.1172,1.0916
2090.5,64.7585,52.0376,1.9087,8.7402,1.1466
2091.0,64.3237,52.5727,1.9041,8.5276,1.264
2091.5,63.2221,52.1337,1.8394,8.1611,1.4188
2092.0,60.8415,53.3255,1.8067,8.2019,1.6516
2092.5,56.2687,51.9312,1.69,7.9392,1.7929
2093.0,50.9132,49.9853,1.6049,7.6629,1.7937
2093.5,49.4059,48.3088,1.5563,7.4256,1.7255
2094.0,53.1779,49.7733,1.6376,7.4941,1.7889
2094.5,56.526,51.4642,1.7049,7.5225,1.9372
2095.0,55.4824,54.1531,1.8247,7.5973,2.1303
2095.5,56.5405,55.0781,1.8714,7.4343,2.29
2096.0,61.5843,55.6362,1.9274,7.2812,2.3322
2096.5,61.8307,55.9589,1.9532,7.0996,2.4405
2097.0,59.9465,54.7518,1.9401,6.7051,2.441
2097.5,60.1349,52.3019,1.8697,6.119,2.4135
2098.0,58.2073,49.193,1.7704,5.5666,2.3187
2098.5,51.9459,45.7718,1.6507,5.013,2.2166
2099.0,45.0034,44.1557,1.5912,4.7932,2.1744
2099.5,43.7424,43.891,1.5792,4.7187,2.177
2100.0,47.5978,43.6029,1.5459,4.6569,2.2028
2100.5,50.7284,45.6333,1.6,4.8746,2.318
2101.0,54.1635,48.2065,1.6815,5.2503,2.4389
2101.5,58.2797,52.2749,1.8338,5.8275,2.6094
2102.0,60.5408,55.1265,1.9737,6.3963,2.5961
2102.5,61.2039,56.0233,2.0424,6.5741,2.5373
2103.0,60.5589,56.2451,2.0744,6.5394,2.4966
2103.5,60.6966,55.4304,2.0473,6.2489,2.4996
2104.0,63.7548,56.706,2.0737,6.2283,2.6376
2104.5,64.9831,57.4303,2.0827,6.4682,2.6042
2105.0,65.0411,58.807,2.1376,6.987,2.5067
2105.5,64.1352,58.038,2.1065,7.2635,2.3221
2106.0,62.9902,57.1958,2.0663,7.3285,2.2378
2106.5,64.715,56.0747,2.0036,7.1975,2.2144
2107.0,63.8309,56.0993,1.9804,7.1075,2.2745
2107.5,60.8741,57.0415,1.9898,7.0784,2.4366
2108.0,58.816,55.9008,1.9361,6.7695,2.4889
2108.5,59.8596,57.0682,1.9543,6.8519,2.6497
2109.0,62.0626,58.6271,1.9942,7.0612,2.7756
2109.5,64.5266,58.7526,2.0029,7.1072,2.7677
2110.0,65.9905,57.1174,1.9529,7.033,2.6328
2110.5,63.8599,54.0544,1.8577,6.7798,2.4372
2111.0,63.7004,54.2272,1.8657,6.9031,2.4081
2111.5,65.9905,60.5949,2.0977,7.7732,2.6249
2112.0,71.875,68.582,2.3841,8.9044,2.9009
2112.5,84.0353,72.595,2.5288,9.5073,2.9813
2113.0,85.876,71.1735,2.4873,9.5527,2.7586
2113.5,77.8102,64.7345,2.2643,8.8786,2.428
2114.0,70.4183,59.0335,2.0761,8.2787,2.1268
2114.5,64.5773,54.5041,1.9244,7.6177,1.9782
2115.0,57.1057,52.189,1.8111,7.1195,2.0587
2115.5,51.656,48.9472,1.6747,6.5042,2.0607
2116.0,50.0617,45.5195,1.5524,5.91,1.9862
2116.5,47.1774,43.2435,1.4918,5.5692,1.8406
2117.0,49.4204,43.5962,1.536,5.6037,1.8006
2117.5,56.0585,46.1368,1.6515,5.8924,1.8521
2118.0,60.2654,50.5187,1.8381,6.495,1.934
2118.5,63.1207,52.331,1.9477,6.8402,1.8368
2119.0,63.32,53.993,2.0611,7.1382,1.7151
2119.5,59.711,53.8289,2.0969,7.1212,1.612
2120.0,57.5478,53.3581,2.0744,6.8766,1.7114
2120.5,54.1888,52.0577,2.0177,6.5556,1.7893
2121.0,48.8986,49.0089,1.8839,6.0105,1.8311
2121.5,49.4494,46.4242,1.7808,5.4769,1.865
2122.0,54.1599,44.4936,1.7044,5.1169,1.8416
2122.5,55.0549,43.6155,1.6676,4.8026,1.9034
2123.0,52.1416,42.7845,1.6294,4.5582,1.9586
2123.5,51.3227,42.9419,1.6098,4.456,2.0793
2124.0,51.6126,43.2492,1.5904,4.4495,2.17
2124.5,48.6088,42.4982,1.5425,4.4055,2.1522
2125.0,45.8865,42.0881,1.5374,4.4266,2.0516
2125.5,44.9599,40.1963,1.5027,4.2972,1.8356
2126.0,44.9599,39.544,1.5174,4.3377,1.6752
2126.5,54.3962,40.8595,1.5783,4.6027,1.6426
2127.0,51.415,43.0663,1.6686,4.9073,1.698
2127.5,46.5035,46.2974,1.8072,5.3616,1.7416
2128.0,44.8802,49.5695,1.9608,5.8086,1.7692
2128.5,45.2135,50.6348,2.0084,5.9792,1.7339
2129.0,47.721,49.5244,1.9169,5.826,1.7639
2129.5,53.6272,47.8293,1.7779,5.5529,1.8571
2130.0,57.5116,45.6748,1.653,5.258,1.8664
2130.5,58.7943,45.5698,1.6487,5.3273,1.79
2131.0,58.9464,46.5735,1.7189,5.4999,1.7003
2131.5,55.6418,46.2308,1.74,5.4754,1.5689
2132.0,51.9314,47.1573,1.7888,5.5132,1.571
2132.5,50.0835,47.0776,1.7927,5.3845,1.5889
2133.0,50.4204,47.6075,1.8173,5.4518,1.5977
2133.5,51.1161,48.4031,1.8641,5.5177,1.6143
2134.0,53.0293,48.4154,1.8706,5.5311,1.6162
2134.5,55.0077,48.4228,1.8651,5.559,1.6452
2135.0,56.3086,46.9741,1.7815,5.3076,1.6926
2135.5,54.3519,44.3143,1.6514,4.8944,1.7109
2136.0,49.9603,45.1196,1.6438,4.7999,1.8805
2136.5,50.4531,46.9577,1.6944,4.7404,2.0933
2137.0,53.6997,50.0137,1.8024,4.945,2.2914
2137.5,57.3956,50.5313,1.8148,5.0377,2.3264
2138.0,59.3088,49.3535,1.7651,4.986,2.2782
2138.5,60.106,48.9588,1.7235,5.07,2.295
2139.0,57.555,49.0768,1.7142,5.1588,2.3431
2139.5,53.2504,51.3759,1.7963,5.4543,2.4699
2140.0,52.8735,53.5001,1.8706,5.6509,2.5969
2140.5,54.6853,53.8564,1.8686,5.579,2.6958
2141.0,55.4824,52.556,1.8008,5.3295,2.7086
2141.5,60.1204,51.611,1.7408,5.2168,2.7239
2142.0,69.4617,52.7999,1.7647,5.3428,2.8275
2142.5,74.2157,55.7145,1.822,5.6948,3.0647
2143.0,70.4328,58.7725,1.8824,6.025,3.3292
2143.5,62.867,60.6372,1.899,6.1699,3.5528
2144.0,59.3813,61.6029,1.9085,6.2926,3.6426
2144.5,66.947,62.5017,1.9406,6.3046,3.6817
2145.0,77.0348,63.36,1.9742,6.3665,3.6895
2145.5,81.3104,64.3789,2.0327,6.5315,3.6462
2146.0,83.1077,65.2468,2.082,6.8301,3.5528
2146.5,82.0496,67.5824,2.1745,7.4608,3.4866
2147.0,82.4555,68.7747,2.2058,7.9504,3.4111
2147.5,84.2817,68.0982,2.1604,8.189,3.3049
2148.0,81.4771,71.5788,2.2442,8.7727,3.4928
2148.5,82.4699,79.8398,2.4929,9.833,3.9411
2149.0,96.6159,92.1418,2.9076,11.3625,4.5166
2149.5,114.7985,98.7283,3.1398,12.236,4.7706
2150.0,110.4141,89.9232,2.8769,11.3519,4.206
2150.5,84.3397,77.3969,2.5187,10.0164,3.4332
2151.0,68.9037,66.2909,2.1713,8.7587,2.8374
2151.5,72.5562,66.5972,2.2014,8.8286,2.8085
2152.0,82.2236,71.4862,2.3782,9.3937,3.0216
2152.5,89.5574,74.7141,2.4896,9.7203,3.217
2153.0,89.7169,75.386,2.5521,9.707,3.2165
2153.5,86.3398,72.5767,2.5069,9.447,2.9568
2154.0,80.7017,68.4384,2.4087,9.1213,2.623
2154.5,71.5996,62.7998,2.2516,8.7313,2.1894
2155.0,62.9902,57.2443,2.109,8.3982,1.7916
2155.5,59.5697,54.3441,2.0499,8.276,1.5568
