DEPT,GR,GRTO,POTA,THOR,URAN
4386.0,46.7535,36.6197,1.9154,4.8159,0.5292
4386.5,38.0391,33.0888,1.7038,4.3845,0.5011
4387.0,34.2344,30.1055,1.5278,3.9586,0.5173
4387.5,35.7454,30.3195,1.5063,3.9607,0.5923
4388.0,36.9375,32.1379,1.5658,4.1562,0.7051
4388.5,40.0972,37.4574,1.7982,4.783,0.8869
4389.0,47.7753,46.0121,2.1833,5.8234,1.1409
4389.5,60.9357,55.224,2.5911,6.7456,1.5229
4390.0,72.3061,62.4098,2.9006,7.331,1.8468
4390.5,75.5817,65.4036,3.0104,7.3537,2.0124
4391.0,74.5563,62.1797,2.8316,6.7049,1.9974
4391.5,67.9652,58.4692,2.6385,6.1402,1.9287
4392.0,58.6928,54.1077,2.407,5.5698,1.8558
4392.5,55.8629,49.5817,2.1732,5.0855,1.7527
4393.0,56.2941,46.1465,1.9932,4.6171,1.7297
4393.5,52.551,42.4646,1.813,4.1613,1.6752
4394.0,47.6485,41.5636,1.7657,3.943,1.7281
4394.5,47.5905,42.0786,1.7839,3.8483,1.8378
4395.0,49.0327,42.7671,1.8279,3.8018,1.894
4395.5,48.4529,43.281,1.8491,3.6641,2.0089
4396.0,46.4057,42.233,1.8069,3.4333,2.032
4396.5,44.5287,41.9246,1.8049,3.3099,2.0562
4397.0,43.3873,41.2016,1.7687,3.2075,2.0646
4397.5,42.8365,40.0857,1.7412,3.2846,1.9119
4398.0,43.4598,38.9107,1.6863,3.3112,1.8243
4398.5,45.4563,37.9736,1.6409,3.362,1.7463
4399.0,44.5975,36.716,1.5663,3.3332,1.7288
4399.5,43.4743,35.5511,1.4905,3.2607,1.7357
4400.0,43.8221,36.5222,1.5116,3.3731,1.8251
4400.5,44.6374,40.9468,1.6723,3.7536,2.1073
4401.0,52.609,49.4519,2.0031,4.5272,2.5673
4401.5,63.8888,54.7306,2.2139,5.0438,2.8444
4402.0,63.5011,55.1133,2.2383,5.1716,2.807
4402.5,55.0041,51.8907,2.1079,5.0452,2.5806
4403.0,52.4786,49.2966,1.9974,4.8899,2.4248
4403.5,55.4136,50.0199,2.0175,5.017,2.4536
4404.0,60.1349,52.9819,2.1287,5.3411,2.6056
4404.5,65.697,56.5961,2.2783,5.8564,2.6875
4405.0,67.9616,56.3354,2.2595,6.0924,2.5896
4405.5,62.7873,54.366,2.1715,6.1098,2.423
4406.0,54.6055,51.2355,2.0564,6.0139,2.1541
4406.5,52.7141,50.633,2.0328,6.1747,2.0133
4407.0,57.1492,54.6135,2.2068,6.8037,2.0298
4407.5,60.2183,56.1757,2.2468,7.0631,2.0647
4408.0,59.6494,53.1398,2.1043,6.5455,2.0255
4408.5,55.881,47.2168,1.8682,5.7265,1.8201
4409.0,51.6379,41.8024,1.6527,5.0309,1.609
4409.5,49.3334,40.8856,1.6393,4.8965,1.4952
4410.0,50.0617,42.4224,1.7138,5.0827,1.4911
4410.5,49.7682,44.7292,1.816,5.3667,1.5242
4411.0,51.3625,46.7797,1.8806,5.7045,1.5907
4411.5,54.7469,47.5758,1.8955,5.9106,1.6017
4412.0,56.4173,47.1553,1.8514,6.0076,1.586
4412.5,54.149,46.0386,1.8056,5.9681,1.5103
4413.0,48.2826,45.3624,1.7841,5.9271,1.4245
4413.5,50.3733,47.5641,1.8672,6.1619,1.4988
4414.0,62.3561,51.8478,1.9996,6.5506,1.7673
4414.5,70.4437,56.3395,2.1157,6.8491,2.1463
4415.0,70.9437,58.6174,2.1443,6.8513,2.4735
4415.5,69.4943,60.5005,2.1697,6.9156,2.6797
4416.0,73.1903,62.116,2.2004,7.0065,2.8393
4416.5,79.4226,64.0891,2.2463,7.0834,3.0518
4417.0,78.1761,64.9728,2.2687,6.9861,3.2343
4417.5,77.3428,65.0506,2.2707,6.7871,3.3672
4418.0,80.5821,64.0881,2.2724,6.5397,3.3231
4418.5,76.4007,63.8228,2.2834,6.5447,3.2548
4419.0,70.922,63.7899,2.3245,6.5369,3.1535
4419.5,74.9911,62.9953,2.3222,6.4789,3.0646
4420.0,77.1108,63.457,2.3805,6.5036,3.0241
4420.5,74.4766,60.0858,2.2763,6.1146,2.8574
4421.0,68.3674,53.2348,2.0381,5.4101,2.4947
4421.5,52.9424,44.5132,1.7277,4.3935,2.0849
4422.0,41.3183,36.742,1.4354,3.4325,1.7729
4422.5,38.7565,32.7031,1.2682,2.7959,1.7054
4423.0,39.5283,33.1032,1.271,2.5753,1.885
4423.5,41.4488,33.3946,1.2846,2.488,1.9783
4424.0,41.5248,33.4777,1.3311,2.6413,1.8577
4424.5,42.2785,33.1991,1.3824,2.8496,1.6319
4425.0,43.6736,32.7842,1.4034,2.9555,1.4739
4425.5,42.851,33.28,1.4247,2.998,1.5134
4426.0,41.456,34.6352,1.4528,2.9796,1.7182
4426.5,40.8473,35.4465,1.4503,2.9022,1.912
4427.0,40.2132,35.6311,1.4307,2.9183,1.9923
4427.5,40.0247,35.5897,1.408,2.9992,1.998
4428.0,39.1515,36.2804,1.4117,3.2145,2.0334
4428.5,39.4848,37.6289,1.4393,3.4318,2.1353
4429.0,45.3259,43.7381,1.6428,3.9252,2.5862
4429.5,55.8629,52.7155,1.9306,4.6865,3.2351
4430.0,69.382,64.6812,2.3163,5.8332,4.0043
4430.5,81.3974,75.039,2.6286,7.0198,4.5969
4431.0,89.2132,78.5361,2.7298,7.6678,4.6817
4431.5,90.8546,77.2101,2.6802,7.6741,4.5401
4432.0,83.6983,70.5084,2.4782,7.0748,4.0427
4432.5,73.7012,59.8512,2.1319,6.1159,3.3091
4433.0,61.0843,48.9903,1.7653,5.1428,2.5948
4433.5,47.1086,41.7456,1.5262,4.5037,2.1099
4434.0,41.2821,43.1347,1.5912,4.661,2.1467
4434.5,51.6524,50.4689,1.8666,5.3941,2.5262
4435.0,71.3314,58.9827,2.1948,6.2412,2.9514
4435.5,80.0821,61.9306,2.3284,6.5224,3.0648
4436.0,74.4476,58.6839,2.2616,6.2435,2.7442
4436.5,61.3053,52.2935,2.0829,5.6676,2.2379
4437.0,49.8045,47.2156,1.947,5.1977,1.7804
4437.5,46.6013,45.4545,1.9328,5.0598,1.5339
4438.0,48.7283,45.1263,1.9636,5.0767,1.3892
4438.5,52.9315,44.6521,1.9807,5.0397,1.2734
4439.0,52.1126,43.588,1.9631,4.961,1.1677
4439.5,47.8514,42.1808,1.9327,4.933,1.0229
4440.0,49.1088,41.8716,1.9413,4.9473,0.9809
4440.5,50.9748,41.3243,1.9401,4.876,0.9609
4441.0,49.924,42.5769,2.0004,4.9186,1.0645
4441.5,50.5763,44.0326,2.0512,4.9515,1.2362
4442.0,53.4714,46.1033,2.1112,5.1178,1.4397
4442.5,57.6891,47.6863,2.1487,5.2026,1.6567
4443.0,60.6024,47.2131,2.1139,5.0966,1.7258
4443.5,56.9354,45.181,2.0271,4.7613,1.6912
4444.0,51.8952,43.5905,1.9527,4.529,1.6295
4444.5,51.9423,42.1147,1.8721,4.4008,1.5387
4445.0,51.8626,41.2406,1.8016,4.4081,1.4768
4445.5,46.8731,41.2419,1.7825,4.5459,1.4031
4446.0,43.2714,40.4537,1.7396,4.5395,1.3203
4446.5,45.4599,40.7478,1.7459,4.5932,1.2898
4447.0,45.9745,43.1406,1.8237,4.8266,1.4297
4447.5,45.6628,43.5393,1.7932,4.8042,1.5953
4448.0,49.7102,44.7,1.7966,4.8597,1.7675
4448.5,55.6962,46.4345,1.833,4.8544,1.9816
4449.0,60.3234,50.3441,1.9805,5.125,2.1993
4449.5,63.5808,55.9245,2.207,5.6075,2.4423
4450.0,64.465,58.4948,2.3154,5.8425,2.5533
4450.5,61.5879,58.5955,2.3378,5.8724,2.5187
4451.0,60.6422,59.0643,2.3707,5.9083,2.5202
4451.5,63.5193,59.9971,2.4356,6.0278,2.4748
4452.0,68.0087,60.9787,2.5026,6.1564,2.3997
4452.5,68.5812,59.0674,2.4455,5.9744,2.2178
4453.0,67.3058,55.2646,2.3065,5.5489,2.0086
4453.5,66.0122,51.296,2.1414,5.1092,1.8775
4454.0,57.8667,46.5604,1.9298,4.5452,1.7851
4454.5,50.8806,44.5903,1.8504,4.2549,1.7801
4455.0,49.4312,44.0341,1.8396,4.071,1.8055
4455.5,47.7427,45.0603,1.9082,3.9697,1.9
4456.0,47.6956,45.2543,1.9249,3.787,1.9984
4456.5,47.4347,47.0704,2.0106,3.7954,2.1584
4457.0,53.6489,54.8207,2.3459,4.368,2.5648
4457.5,72.1793,64.3124,2.7656,5.0682,3.0138
4458.0,89.2168,71.045,3.0635,5.4964,3.3441
4458.5,91.8909,69.9245,3.0125,5.3441,3.2844
4459.0,81.0314,62.6773,2.7013,4.7752,2.9112
4459.5,65.6172,53.9358,2.322,4.1364,2.485
4460.0,56.6274,46.708,2.0111,3.5879,2.1319
4460.5,50.7357,42.9043,1.8446,3.2748,1.962
4461.0,46.0868,40.4968,1.7387,3.0779,1.8632
4461.5,44.7534,39.9485,1.7279,3.0551,1.8216
4462.0,44.2533,39.7153,1.7277,2.9979,1.828
4462.5,43.8873,39.9868,1.7534,2.9606,1.864
4463.0,41.9887,40.5674,1.7665,2.9495,1.9538
4463.5,42.3945,40.1383,1.7414,2.87,1.9692
4464.0,44.8766,40.8991,1.777,2.9024,1.9983
4464.5,44.5287,41.5,1.7824,2.9297,2.0696
4465.0,43.9163,40.6984,1.7369,2.8973,2.0445
4465.5,43.6772,38.9714,1.654,2.8114,1.972
4466.0,42.3148,34.5917,1.4504,2.4998,1.7892
4466.5,39.6334,32.9118,1.3738,2.3432,1.7428
4467.0,36.4919,31.3082,1.2854,2.2527,1.7078
4467.5,33.1257,30.6832,1.2619,2.3007,1.6499
4468.0,31.6364,30.9393,1.2839,2.4813,1.6055
4468.5,32.2959,30.4683,1.2942,2.5643,1.4975
4469.0,34.4772,30.3125,1.3023,2.5456,1.4895
4469.5,35.307,29.1738,1.2437,2.3984,1.4971
4470.0,34.5932,28.8983,1.2317,2.3031,1.5238
4470.5,34.4048,30.7866,1.3199,2.3978,1.6206
4471.0,34.633,35.2539,1.5265,2.6605,1.8477
4471.5,40.7059,43.4713,1.9056,3.2563,2.23
4472.0,58.2,51.397,2.264,3.8976,2.5871
4472.5,70.9329,53.6654,2.3829,4.1675,2.6176
4473.0,62.8163,49.3167,2.2073,3.8756,2.3495
4473.5,47.9384,40.9017,1.8351,3.2654,1.8885
4474.0,39.8798,33.8274,1.5049,2.6995,1.5874
4474.5,34.5533,31.0735,1.3735,2.5233,1.4553
4475.0,31.0531,29.4028,1.2911,2.3973,1.391
4475.5,32.9988,28.8876,1.2783,2.3613,1.341
4476.0,35.5172,28.9698,1.2851,2.458,1.2977
4476.5,34.3287,29.2645,1.2954,2.6154,1.2622
4477.0,32.3176,29.2111,1.311,2.7835,1.1431
4477.5,32.7561,30.1456,1.3594,2.9519,1.12
4478.0,35.8578,33.836,1.5364,3.2705,1.2293
4478.5,43.5938,40.6182,1.8441,3.8166,1.5017
4479.0,53.4388,46.1726,2.0948,4.2681,1.7086
4479.5,60.4176,50.2603,2.2868,4.6399,1.8161
4480.0,58.729,52.074,2.3508,4.8695,1.8694
4480.5,56.9318,54.9438,2.44,5.188,1.9895
4481.0,67.4507,59.1626,2.5872,5.5582,2.1967
4481.5,79.0168,63.1811,2.7464,5.8716,2.3625
4482.0,81.0496,67.0251,2.8805,6.204,2.5605
4482.5,83.2744,69.3145,2.9364,6.5771,2.672
4483.0,87.4015,71.5683,2.9678,7.1305,2.764
4483.5,86.2239,71.0333,2.8931,7.4772,2.7081
4484.0,81.0858,69.2199,2.786,7.5908,2.608
4484.5,72.8497,66.3325,2.6423,7.5093,2.4572
4485.0,66.2006,62.6837,2.4763,7.2731,2.2907
4485.5,67.5993,57.397,2.2396,6.8751,2.0567
4486.0,66.4144,50.8341,1.9479,6.2306,1.8456
4486.5,55.4136,45.2112,1.7052,5.5462,1.6987
4487.0,47.4528,43.4649,1.6105,5.3552,1.6816
4487.5,46.9311,45.2984,1.6574,5.5521,1.8074
4488.0,52.6924,50.009,1.8058,6.1832,2.0307
4488.5,66.3347,55.4063,1.9526,6.9289,2.3272
4489.0,79.8031,61.1676,2.1363,7.7474,2.5593
4489.5,84.0172,63.3159,2.1936,8.1406,2.6295
4490.0,79.64,62.9259,2.1796,8.2175,2.5676
4490.5,70.5488,60.8757,2.1201,8.0515,2.4436
4491.0,67.871,58.7995,2.0608,7.8953,2.3413
4491.5,70.6792,59.8215,2.1073,8.1364,2.3535
4492.0,72.6178,59.4153,2.0871,8.2803,2.2954
4492.5,72.2445,56.8458,1.9885,7.9541,2.2112
4493.0,64.628,51.7834,1.814,7.2688,1.9926
4493.5,54.7215,47.1381,1.6431,6.5064,1.888
4494.0,50.0726,44.8846,1.5701,6.1181,1.8243
4494.5,44.1917,46.0044,1.6231,6.23,1.8545
4495.0,43.9018,49.7155,1.7504,6.6285,2.0525
4495.5,55.1056,53.5833,1.9008,7.0284,2.2111
4496.0,66.2224,57.1584,2.0283,7.4599,2.3643
4496.5,67.2732,59.9419,2.1362,7.8031,2.452
4497.0,63.8309,60.7761,2.1834,7.9845,2.4203
4497.5,65.4216,58.9893,2.1483,7.895,2.2208
4498.0,65.1208,54.624,2.019,7.3834,1.9512
4498.5,55.5839,47.6463,1.7763,6.4573,1.6546
4499.0,44.4635,42.1654,1.5805,5.7069,1.4501
4499.5,38.8689,38.7522,1.4459,5.2267,1.3771
4500.0,40.677,39.7412,1.4708,5.422,1.4256
4500.5,46.5107,44.0075,1.6309,6.0616,1.5469
4501.0,53.3482,49.5171,1.8349,6.8377,1.6959
4501.5,62.251,55.8654,2.0691,7.7018,1.8779
4502.0,66.5702,59.4966,2.1735,8.1499,2.0692
4502.5,71.3242,62.573,2.2925,8.6337,2.1139
4503.0,77.0927,64.4433,2.3724,8.8352,2.1689
4503.5,77.013,63.5637,2.3789,8.6328,2.0734
4504.0,71.8315,60.4365,2.3162,8.2072,1.8544
4504.5,61.222,54.7252,2.1241,7.4178,1.6474
4505.0,55.1998,50.8161,2.0097,7.0385,1.4259
4505.5,62.5989,52.8762,2.1153,7.5728,1.3661
4506.0,74.2664,59.9244,2.4098,8.6855,1.4987
4506.5,78.1073,66.8961,2.7122,9.9427,1.5682
4507.0,76.513,67.5142,2.7516,10.0177,1.5651
4507.5,71.2807,63.1227,2.5897,9.2322,1.4767
4508.0,66.0049,58.4072,2.3685,8.2651,1.5153
4508.5,66.534,57.3877,2.2798,7.8421,1.6779
4509.0,69.6755,58.1202,2.2542,7.7903,1.8529
4509.5,69.8349,59.1912,2.2659,7.9229,1.92
4510.0,68.1029,60.8853,2.3385,8.1424,1.9453
4510.5,70.5053,63.5123,2.4332,8.3801,2.0967
4511.0,74.4114,63.6906,2.4195,8.2948,2.2098
4511.5,70.19,60.6929,2.2799,7.9454,2.1758
4512.0,61.8307,57.3362,2.1513,7.6859,1.9913
4512.5,63.6497,58.0093,2.1968,7.8972,1.9041
4513.0,76.5891,64.1217,2.4204,8.7798,2.076
4513.5,82.9519,68.5562,2.5748,9.4079,2.2066
4514.0,80.1835,70.0139,2.5819,9.6524,2.3117
4514.5,78.1363,66.7533,2.4025,9.2862,2.2792
4515.0,72.8605,60.8911,2.1389,8.5703,2.1591
4515.5,63.3671,54.0689,1.8409,7.431,2.0981
4516.0,56.8448,50.4324,1.6856,6.7667,2.0872
4516.5,58.5261,51.8164,1.7004,6.6994,2.287
4517.0,66.9905,56.4991,1.8115,7.1364,2.6304
4517.5,74.6143,60.2115,1.8812,7.6473,2.8721
4518.0,73.2301,58.8804,1.8012,7.5704,2.845
4518.5,67.708,56.3165,1.7375,7.6371,2.539
4519.0,65.4469,54.3167,1.7113,7.7274,2.2489
4519.5,61.0698,54.2954,1.7435,7.9902,2.0972
4520.0,59.9175,57.3405,1.8454,8.5854,2.1504
4520.5,70.3821,60.8599,1.9587,9.0869,2.292
4521.0,78.5276,62.4411,2.0106,9.4258,2.3283
4521.5,75.9477,61.6862,2.0153,9.4221,2.2223
4522.0,69.8893,57.1642,1.8925,8.6998,2.0474
4522.5,63.9758,55.0678,1.8375,8.3079,1.9933
4523.0,59.1566,54.864,1.8346,8.0876,2.0489
4523.5,61.6568,55.5092,1.8527,8.0379,2.1491
4524.0,65.4107,55.4444,1.8398,7.9578,2.2117
4524.5,66.6209,55.0259,1.8302,7.8067,2.2306
4525.0,67.6427,57.5052,1.9072,8.1285,2.3641
4525.5,69.295,61.9015,2.0795,8.7863,2.4737
4526.0,69.8748,62.8601,2.141,9.0655,2.4092
4526.5,64.2802,61.5659,2.1392,9.0337,2.2444
4527.0,60.5698,56.2934,1.9943,8.2951,1.9761
4527.5,63.8744,54.0334,1.9478,7.8576,1.8695
4528.0,66.2803,53.1002,1.9456,7.6552,1.8019
4528.5,62.1931,53.2526,1.9823,7.5512,1.792
4529.0,59.2943,56.2816,2.1252,7.845,1.8885
4529.5,64.6425,59.6238,2.2709,8.2877,1.9628
4530.0,72.5127,62.076,2.3816,8.539,2.0348
4530.5,72.875,60.0605,2.3296,8.2651,1.911
4531.0,66.7586,53.9277,2.1088,7.3156,1.7006
4531.5,59.7436,46.5996,1.8476,6.1238,1.4718
4532.0,53.4968,42.2672,1.6876,5.4415,1.3326
4532.5,51.5256,41.0035,1.6475,5.2084,1.2912
4533.0,55.352,43.045,1.7335,5.39,1.3873
4533.5,57.4681,48.7458,1.9719,6.2036,1.5187
4534.0,56.3303,52.7397,2.1638,6.7752,1.5676
4534.5,61.414,58.1003,2.4284,7.472,1.6472
4535.0,69.6574,60.0762,2.5894,7.5946,1.5921
4535.5,72.4837,58.7544,2.5988,7.0997,1.5452
4536.0,69.8168,57.4794,2.5847,6.5546,1.5574
4536.5,64.6027,55.7857,2.5117,6.0052,1.6254
4537.0,64.2874,55.9117,2.5243,5.7546,1.7078
4537.5,65.4542,54.0807,2.4615,5.4302,1.6911
4538.0,58.9754,49.1651,2.253,4.9376,1.5345
4538.5,51.5111,43.0912,1.9826,4.3377,1.3502
4539.0,47.8442,40.0557,1.8345,4.1998,1.2286
4539.5,47.9891,40.726,1.8493,4.3495,1.2631
4540.0,47.9891,42.2585,1.9021,4.546,1.3509
4540.5,45.8295,43.6074,1.9223,4.6217,1.5243
4541.0,44.8983,43.799,1.912,4.5494,1.6235
4541.5,43.6446,42.0931,1.8213,4.3421,1.62
4542.0,41.9705,41.2996,1.7847,4.2223,1.6164
4542.5,43.2967,41.0827,1.7755,4.1814,1.6348
4543.0,47.9166,45.7651,1.9679,4.6494,1.8559
4543.5,55.5984,53.3393,2.2715,5.3766,2.2568
4544.0,69.0631,59.3437,2.5132,5.9671,2.5717
4544.5,77.8138,59.3999,2.4902,6.0174,2.6062
4545.0,68.8675,53.0912,2.1945,5.3531,2.392
4545.5,54.5766,45.333,1.8525,4.6433,2.0385
4546.0,47.7427,40.7448,1.6607,4.3121,1.7726
4546.5,45.7933,38.9361,1.5922,4.3174,1.5996
4547.0,44.92,38.3609,1.5845,4.5257,1.4539
4547.5,44.9708,38.134,1.5831,4.7364,1.3455
4548.0,46.518,38.7216,1.617,5.0074,1.2676
4548.5,50.6161,40.3592,1.6924,5.2739,1.278
4549.0,52.4423,41.8253,1.7397,5.3585,1.3779
4549.5,48.866,44.3571,1.8296,5.3643,1.5984
4550.0,47.9021,44.7053,1.8302,5.2005,1.6977
4550.5,50.7538,45.8176,1.8614,5.1569,1.7989
4551.0,51.8191,45.2574,1.8257,5.1501,1.733
4551.5,52.3119,43.0932,1.7032,5.0267,1.617
4552.0,52.5148,40.9377,1.5585,4.8002,1.5985
4552.5,49.2537,39.9706,1.4659,4.7074,1.6179
4553.0,44.5794,42.0699,1.4674,4.9048,1.8529
4553.5,46.5615,47.0629,1.5852,5.3899,2.2097
4554.0,58.0478,54.0771,1.776,6.1624,2.6476
4554.5,70.2951,60.7649,1.9661,6.8451,3.0913
4555.0,77.1362,67.8869,2.1778,7.6403,3.5106
4555.5,82.6004,76.4314,2.41,8.6188,4.0472
4556.0,92.5577,85.0672,2.6008,9.6332,4.6721
4556.5,105.7326,90.2652,2.6594,10.1413,5.2246
4557.0,113.5158,96.4393,2.7381,10.5356,5.9367
4557.5,116.6754,99.8842,2.7435,10.6292,6.4271
4558.0,120.1467,100.3269,2.6785,10.3799,6.7289
4558.5,114.139,95.9148,2.486,9.8267,6.5938
4559.0,103.4135,86.0995,2.1804,8.6967,6.0487
4559.5,96.2753,80.1378,1.9958,7.9272,5.7408
4560.0,90.0357,76.9671,1.897,7.4878,5.6
4560.5,86.4992,77.3301,1.9225,7.2969,5.6861
4561.0,85.8905,74.0886,1.8621,6.8886,5.4713
4561.5,84.0933,71.8952,1.8288,6.4813,5.3918
4562.0,82.4192,68.3518,1.7635,6.0089,5.1774
4562.5,81.4336,64.618,1.6976,5.5391,4.9403
4563.0,76.3535,60.851,1.6476,5.0113,4.6748
4563.5,69.498,56.5578,1.5906,4.5168,4.3095
4564.0,66.1752,54.1204,1.592,4.1891,4.0288
4564.5,66.3564,51.8963,1.5836,3.8835,3.7727
4565.0,64.8853,49.2668,1.543,3.5396,3.5298
4565.5,59.4247,45.8649,1.4723,3.0427,3.3019
4566.0,53.6091,41.9981,1.3938,2.5747,2.9971
4566.5,46.855,39.2446,1.3692,2.2002,2.7339
4567.0,40.398,34.6159,1.2747,1.8894,2.2598
4567.5,34.4591,29.9133,1.122,1.5513,1.9178
4568.0,29.6979,26.0962,0.9663,1.3582,1.6847
4568.5,26.2846,22.5651,0.805,1.1597,1.5271
4569.0,24.3714,22.8942,0.7825,1.1868,1.6152
4569.5,23.8714,23.895,0.7903,1.3143,1.704
4570.0,24.2518,25.1136,0.806,1.4274,1.7913
4570.5,25.0562,25.8004,0.7747,1.4678,1.9339
4571.0,25.0743,25.849,0.7196,1.4108,2.0666
4571.5,26.7375,28.3096,0.7359,1.4494,2.4115
4572.0,31.0784,38.3428,0.9507,1.8858,3.393
4572.5,47.2789,56.4906,1.3667,2.773,5.0744
4573.0,82.9338,78.0135,1.8219,3.9854,7.1028
4573.5,115.3202,95.1945,2.1207,5.0341,8.8459
4574.0,124.7195,103.4101,2.1682,5.5741,9.9111
4574.5,121.3569,105.8446,2.0939,5.7828,10.4494
4575.0,122.3063,110.1179,2.089,6.0872,11.1068
4575.5,135.7674,116.2471,2.1477,6.6407,11.7958
4576.0,143.4202,119.7431,2.1905,7.1903,12.0889
4576.5,141.2243,112.268,2.0526,7.1008,11.1902
4577.0,132.336,99.5204,1.8049,6.5926,9.8236
4577.5,109.0517,90.3439,1.6296,6.1786,8.8389
4578.0,99.8771,97.5848,1.7661,6.7941,9.4522
4578.5,120.2264,113.617,2.0974,8.1435,10.7732
4579.0,150.62,121.3325,2.2957,8.8735,11.3254
4579.5,157.1096,116.6712,2.2662,8.6572,10.7582
4580.0,129.2162,97.1349,1.9428,7.1974,8.9336
4580.5,96.5688,79.9009,1.6769,6.0022,7.193
4581.0,82.9301,73.2068,1.6105,5.6542,6.3874
4581.5,81.1365,74.4626,1.71,5.9989,6.2613
4582.0,86.1949,78.919,1.889,6.7419,6.3382
4582.5,91.4561,79.7918,1.9857,7.1584,6.1629
4583.0,87.6225,77.1331,1.9969,7.1607,5.7745
4583.5,85.2962,74.9922,2.0381,7.0864,5.3684
4584.0,87.7385,76.6612,2.1935,7.3582,5.1856
4584.5,92.2315,82.6536,2.5145,8.1236,5.1446
4585.0,104.2904,89.1776,2.8658,8.9703,5.0899
4585.5,113.6607,90.1602,3.0243,9.118,4.8312
4586.0,104.2832,80.9526,2.7874,8.1998,4.183
4586.5,76.9333,63.9023,2.2377,6.3886,3.2778
4587.0,51.1633,46.6973,1.6711,4.6024,2.3557
4587.5,39.2493,35.2485,1.2895,3.3905,1.7673
4588.0,36.2998,31.3409,1.1842,2.9584,1.5249
4588.5,34.8214,31.133,1.2,2.8403,1.5199
4589.0,33.5967,34.9818,1.3647,3.115,1.7106
4589.5,38.6116,43.9168,1.7258,3.7899,2.1655
4590.0,54.8012,56.1741,2.2158,4.786,2.769
4590.5,79.7596,70.2044,2.798,6.0802,3.3341
4591.0,98.877,77.3286,3.1133,6.8976,3.5337
4591.5,99.4422,76.3924,3.1096,7.2559,3.2834
4592.0,88.0501,68.564,2.7839,6.6589,2.9413
4592.5,73.8896,60.2409,2.3974,5.8555,2.7069
4593.0,68.121,57.6532,2.2305,5.6132,2.663
4593.5,74.0273,55.3223,2.07,5.4078,2.6346
4594.0,71.1575,52.7246,1.9385,5.278,2.5411
4594.5,54.1128,46.0752,1.6633,4.744,2.2292
4595.0,42.8583,38.7394,1.3839,4.0451,1.891
4595.5,41.1408,35.6982,1.2655,3.8153,1.7271
4596.0,42.6699,37.2691,1.31,4.0157,1.8119
4596.5,46.5977,40.7662,1.4383,4.3257,1.9975
4597.0,48.5109,42.7348,1.495,4.6003,2.0904
4597.5,47.6413,45.0452,1.5616,4.9171,2.1839
4598.0,50.0472,47.2737,1.6199,5.3526,2.2474
4598.5,61.4321,53.2816,1.8044,6.2042,2.5087
4599.0,74.4549,60.5863,2.0604,7.1967,2.7643
4599.5,79.0639,66.2254,2.241,8.0399,2.984
4600.0,79.0929,69.7523,2.3389,8.7128,3.1338
4600.5,80.3285,68.7507,2.2851,8.6312,3.1958
4601.0,81.1909,65.6498,2.1538,8.2837,3.1567
4601.5,78.6327,63.088,2.0543,7.936,3.0959
4602.0,78.2233,61.1447,1.9877,7.691,2.9813
4602.5,78.4552,61.3716,1.9837,7.6391,2.9763
4603.0,73.6432,61.8813,1.9458,7.5025,3.1257
4603.5,72.1938,62.4726,1.8817,7.2519,3.3967
4604.0,73.0562,63.6464,1.8239,6.9817,3.7585
4604.5,72.8533,64.3843,1.774,6.6404,4.0818
4605.0,74.1758,63.8878,1.7184,6.2979,4.2299
4605.5,74.5165,63.0018,1.6726,6.0126,4.2651
4606.0,70.5959,61.3464,1.6102,5.7199,4.2337
4606.5,65.9361,60.0972,1.5576,5.5919,4.1771
4607.0,68.9037,67.8576,1.7358,6.2652,4.7917
4607.5,86.6587,84.1781,2.1296,7.584,6.0923
4608.0,113.9506,107.2943,2.694,9.4983,7.9103
4608.5,142.5759,131.3486,3.2969,11.5385,9.7974
4609.0,170.0852,143.6222,3.6339,12.8409,10.6056
4609.5,184.2022,143.127,3.6194,12.9682,10.5292
4610.0,171.9694,132.0151,3.3118,11.7065,9.8725
4610.5,142.431,107.6911,2.6624,9.1829,8.2409
4611.0,101.196,80.7682,1.9798,6.5784,6.3172
4611.5,63.7149,59.6654,1.4593,4.6801,4.7231
4612.0,52.7431,54.9657,1.3494,4.2451,4.3697
4612.5,71.5778,65.3285,1.5984,4.989,5.2463
4613.0,96.2029,79.497,1.9499,6.0736,6.4021
4613.5,103.6454,85.0141,2.1071,6.5973,6.7927
4614.0,101.254,86.2504,2.2071,6.8559,6.718
4614.5,101.6598,95.2317,2.5297,7.6866,7.2246
4615.0,123.56,106.6662,2.912,8.6533,7.9349
4615.5,148.5039,113.01,3.1148,9.217,8.3775
4616.0,135.4594,107.3626,2.9667,8.7414,7.9533
4616.5,109.6314,95.6763,2.6436,7.735,7.0907
4617.0,101.3228,90.5755,2.5099,7.2576,6.6999
4617.5,103.9969,93.399,2.6171,7.4646,6.7935
4618.0,114.6608,101.442,2.8682,8.1774,7.2524
4618.5,128.285,108.8991,3.0924,8.7666,7.741
4619.0,132.057,110.9333,3.1771,8.8299,7.8757
4619.5,124.1651,108.8934,3.1558,8.2679,7.809
4620.0,117.4871,103.6742,3.0585,7.7172,7.3473
4620.5,118.2407,98.3506,3.0023,7.3056,6.7151
4621.0,120.1394,91.0763,2.8754,6.8775,5.9118
4621.5,108.9103,76.76,2.4887,5.8919,4.7751
4622.0,78.7849,56.6312,1.863,4.4199,3.4411
